244672358203,-0.00041171,-0.00041730,0.00039860,0.00000000,0.00000000,0.00000000,1.00000000,0.01384239,0.01694587,0.06584108,-0.00035176,-0.00760147,-0.01615750,0.99984050
244698761538,-0.00039838,-0.00046936,0.00036578,0.00000000,0.00000000,0.00000000,1.00000000,0.01385230,0.01688652,0.06588249,-0.00061628,-0.00754405,-0.01620901,0.99983998
244726071226,-0.00024094,-0.00049564,0.00034859,0.00000000,0.00000000,0.00000000,1.00000000,0.01387081,0.01696391,0.06587100,0.00125638,-0.00723121,-0.01599867,0.99984507
244757000019,-0.00022646,-0.00050379,0.00035040,0.00000000,0.00000000,0.00000000,1.00000000,0.01384904,0.01694416,0.06587855,-0.00003480,-0.00725533,-0.01602324,0.99984530
244786767131,-0.00023726,-0.00048397,0.00036244,0.00000000,0.00000000,0.00000000,1.00000000,0.01384403,0.01697352,0.06585582,0.00038965,-0.00741463,-0.01623517,0.99984063
244813674628,-0.00006371,-0.00051134,0.00032145,0.00000000,0.00000000,0.00000000,1.00000000,0.01384997,0.01691195,0.06585625,0.00043615,-0.00723536,-0.01600434,0.99984565
244846480630,-0.00010362,-0.00050495,0.00033758,0.00000000,0.00000000,0.00000000,1.00000000,0.01387052,0.01687535,0.06580516,-0.00001305,-0.00742141,-0.01603742,0.99984385
244872993808,-0.00010015,-0.00052256,0.00034074,0.00000000,0.00000000,0.00000000,1.00000000,0.01385092,0.01690751,0.06581608,0.00005265,-0.00736416,-0.01629298,0.99984014
244899519432,-0.00012685,-0.00050142,0.00035687,0.00000000,0.00000000,0.00000000,1.00000000,0.01384295,0.01697568,0.06590308,-0.00016112,-0.00739196,-0.01602561,0.99984424
244926082171,-0.00007731,-0.00049822,0.00034513,0.00000000,0.00000000,0.00000000,1.00000000,0.01386087,0.01696660,0.06590119,-0.00069652,-0.00736628,-0.01607376,0.99984343
244952961960,-0.00022310,-0.00073852,0.00035431,0.00000000,0.00000000,0.00000000,1.00000000,0.01385775,0.01693139,0.06586157,-0.00106848,-0.00747541,-0.01627103,0.99983910
244979390924,-0.00026462,-0.00080620,0.00038246,0.00000000,0.00000000,0.00000000,1.00000000,0.01383758,0.01690608,0.06583536,-0.00117482,-0.00747567,-0.01636166,0.99983750
245005948768,-0.00032885,-0.00080515,0.00029529,0.00000000,0.00000000,0.00000000,1.00000000,0.01385498,0.01689342,0.06589562,-0.00055552,-0.00745590,-0.01626077,0.99983983
245032680831,-0.00017205,-0.00076315,0.00028319,0.00000000,0.00000000,0.00000000,1.00000000,0.01385678,0.01693138,0.06586870,0.00000626,-0.00715802,-0.01620226,0.99984311
245062590646,-0.00016918,-0.00065457,0.00028577,0.00000000,0.00000000,0.00000000,1.00000000,0.01384396,0.01702980,0.06584356,-0.00109176,-0.00733844,-0.01635881,0.99983866
245096028729,-0.00013459,-0.00061586,0.00028909,0.00000000,0.00000000,0.00000000,1.00000000,0.01387067,0.01688416,0.06589193,-0.00031848,-0.00724308,-0.01622701,0.99984205
245128391266,-0.00017103,-0.00113627,0.00030946,0.00000000,0.00000000,0.00000000,1.00000000,0.01386173,0.01692683,0.06583924,-0.00131009,-0.00743514,-0.01633131,0.99983813
245155009295,-0.00016373,-0.00090728,0.00024200,0.00000000,0.00000000,0.00000000,1.00000000,0.01385027,0.01688505,0.06582808,-0.00154946,-0.00752585,-0.01618053,0.99983956
245181417653,-0.00016503,-0.00085808,0.00025996,0.00000000,0.00000000,0.00000000,1.00000000,0.01391895,0.01682374,0.06585913,-0.00323951,-0.00740535,-0.01467700,0.99985962
245209829541,0.00011835,-0.00084129,0.00003731,0.00000000,0.00000000,0.00000000,1.00000000,0.01386557,0.01695698,0.06586935,-0.00088200,-0.00741201,-0.01621853,0.99984061
245242070332,0.00013879,-0.00076468,0.00009490,0.00000000,0.00000000,0.00000000,1.00000000,0.01384188,0.01696857,0.06585624,0.00015691,-0.00727226,-0.01645305,0.99983818
245268728452,0.00013936,-0.00070946,0.00013876,0.00000000,0.00000000,0.00000000,1.00000000,0.01386862,0.01692206,0.06583117,-0.00066801,-0.00738546,-0.01617240,0.99984172
245295409769,0.00016447,-0.00069202,0.00009765,0.00000000,0.00000000,0.00000000,1.00000000,0.01384439,0.01693284,0.06585386,-0.00070443,-0.00733486,-0.01635718,0.99983906
245325801220,0.00013285,-0.00068670,0.00010810,0.00000000,0.00000000,0.00000000,1.00000000,0.01385888,0.01694109,0.06586923,-0.00091468,-0.00742026,-0.01619302,0.99984093
